filepath,label
data/raw/Training\glioma\Tr-gl_864.jpg,glioma
data/raw/Training\pituitary\Tr-pi_478.jpg,pituitary
data/raw/Training\notumor\Tr-no_72.jpg,notumor
data/raw/Training\meningioma\Tr-me_615.jpg,meningioma
data/raw/Training\notumor\Tr-no_1388.jpg,notumor
data/raw/Training\meningioma\Tr-me_1025.jpg,meningioma
data/raw/Training\notumor\Tr-no_75.jpg,notumor
data/raw/Training\meningioma\Tr-me_177.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_424.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1371.jpg,pituitary
data/raw/Training\meningioma\Tr-me_835.jpg,meningioma
data/raw/Training\notumor\Tr-no_964.jpg,notumor
data/raw/Training\notumor\Tr-no_421.jpg,notumor
data/raw/Training\glioma\Tr-gl_339.jpg,glioma
data/raw/Training\glioma\Tr-gl_405.jpg,glioma
data/raw/Training\pituitary\Tr-pi_511.jpg,pituitary
data/raw/Training\notumor\Tr-no_1117.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1244.jpg,pituitary
data/raw/Training\notumor\Tr-no_231.jpg,notumor
data/raw/Training\glioma\Tr-gl_749.jpg,glioma
data/raw/Training\meningioma\Tr-me_941.jpg,meningioma
data/raw/Training\notumor\Tr-no_945.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1167.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1013.jpg,glioma
data/raw/Training\glioma\Tr-gl_1214.jpg,glioma
data/raw/Training\notumor\Tr-no_1302.jpg,notumor
data/raw/Training\pituitary\Tr-pi_300.jpg,pituitary
data/raw/Training\glioma\Tr-gl_30.jpg,glioma
data/raw/Training\notumor\Tr-no_1144.jpg,notumor
data/raw/Training\glioma\Tr-gl_1039.jpg,glioma
data/raw/Training\glioma\Tr-gl_1256.jpg,glioma
data/raw/Training\glioma\Tr-gl_308.jpg,glioma
data/raw/Training\notumor\Tr-no_593.jpg,notumor
data/raw/Training\meningioma\Tr-me_227.jpg,meningioma
data/raw/Training\notumor\Tr-no_1031.jpg,notumor
data/raw/Training\glioma\Tr-gl_42.jpg,glioma
data/raw/Training\notumor\Tr-no_1022.jpg,notumor
data/raw/Training\notumor\Tr-no_1348.jpg,notumor
data/raw/Training\meningioma\Tr-me_109.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_357.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_778.jpg,pituitary
data/raw/Training\notumor\Tr-no_1398.jpg,notumor
data/raw/Training\pituitary\Tr-pi_43.jpg,pituitary
data/raw/Training\glioma\Tr-gl_770.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1360.jpg,pituitary
data/raw/Training\meningioma\Tr-me_764.jpg,meningioma
data/raw/Training\meningioma\Tr-aug-me_94.jpg,meningioma
data/raw/Training\glioma\Tr-gl_802.jpg,glioma
data/raw/Training\glioma\Tr-gl_156.jpg,glioma
data/raw/Training\notumor\Tr-no_799.jpg,notumor
data/raw/Training\pituitary\Tr-pi_917.jpg,pituitary
data/raw/Training\notumor\Tr-no_977.jpg,notumor
data/raw/Training\meningioma\Tr-me_675.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_41.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1195.jpg,glioma
data/raw/Training\glioma\Tr-gl_1318.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1238.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_396.jpg,pituitary
data/raw/Training\notumor\Tr-no_83.jpg,notumor
data/raw/Training\meningioma\Tr-me_1007.jpg,meningioma
data/raw/Training\glioma\Tr-gl_891.jpg,glioma
data/raw/Training\pituitary\Tr-pi_31.jpg,pituitary
data/raw/Training\notumor\Tr-no_424.jpg,notumor
data/raw/Training\meningioma\Tr-me_492.jpg,meningioma
data/raw/Training\notumor\Tr-no_1206.jpg,notumor
data/raw/Training\notumor\Tr-no_109.jpg,notumor
data/raw/Training\glioma\Tr-gl_461.jpg,glioma
data/raw/Training\notumor\Tr-no_272.jpg,notumor
data/raw/Training\meningioma\Tr-me_50.jpg,meningioma
data/raw/Training\notumor\Tr-no_130.jpg,notumor
data/raw/Training\pituitary\Tr-pi_873.jpg,pituitary
data/raw/Training\notumor\Tr-no_1114.jpg,notumor
data/raw/Training\meningioma\Tr-me_844.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_442.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1010.jpg,pituitary
data/raw/Training\glioma\Tr-gl_456.jpg,glioma
data/raw/Training\meningioma\Tr-me_853.jpg,meningioma
data/raw/Training\glioma\Tr-gl_544.jpg,glioma
data/raw/Training\notumor\Tr-no_174.jpg,notumor
data/raw/Training\glioma\Tr-gl_424.jpg,glioma
data/raw/Training\meningioma\Tr-me_833.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1053.jpg,pituitary
data/raw/Training\glioma\Tr-gl_835.jpg,glioma
data/raw/Training\notumor\Tr-no_534.jpg,notumor
data/raw/Training\pituitary\Tr-pi_302.jpg,pituitary
data/raw/Training\notumor\Tr-no_117.jpg,notumor
data/raw/Training\meningioma\Tr-me_567.jpg,meningioma
data/raw/Training\meningioma\Tr-me_396.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_381.jpg,pituitary
data/raw/Training\notumor\Tr-no_207.jpg,notumor
data/raw/Training\notumor\Tr-no_728.jpg,notumor
data/raw/Training\pituitary\Tr-pi_751.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_378.jpg,pituitary
data/raw/Training\meningioma\Tr-me_788.jpg,meningioma
data/raw/Training\notumor\Tr-no_1184.jpg,notumor
data/raw/Training\glioma\Tr-gl_34.jpg,glioma
data/raw/Training\glioma\Tr-gl_130.jpg,glioma
data/raw/Training\meningioma\Tr-me_1087.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1244.jpg,glioma
data/raw/Training\pituitary\Tr-pi_243.jpg,pituitary
data/raw/Training\glioma\Tr-gl_501.jpg,glioma
data/raw/Training\glioma\Tr-gl_504.jpg,glioma
data/raw/Training\glioma\Tr-gl_259.jpg,glioma
data/raw/Training\pituitary\Tr-pi_657.jpg,pituitary
data/raw/Training\meningioma\Tr-me_995.jpg,meningioma
data/raw/Training\glioma\Tr-gl_93.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1260.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1109.jpg,glioma
data/raw/Training\notumor\Tr-no_790.jpg,notumor
data/raw/Training\glioma\Tr-gl_882.jpg,glioma
data/raw/Training\meningioma\Tr-me_231.jpg,meningioma
data/raw/Training\meningioma\Tr-me_672.jpg,meningioma
data/raw/Training\notumor\Tr-no_176.jpg,notumor
data/raw/Training\pituitary\Tr-pi_840.jpg,pituitary
data/raw/Training\notumor\Tr-no_634.jpg,notumor
data/raw/Training\notumor\Tr-no_1368.jpg,notumor
data/raw/Training\pituitary\Tr-pi_919.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_803.jpg,pituitary
data/raw/Training\meningioma\Tr-me_135.jpg,meningioma
data/raw/Training\meningioma\Tr-me_720.jpg,meningioma
data/raw/Training\meningioma\Tr-me_650.jpg,meningioma
data/raw/Training\notumor\Tr-no_1285.jpg,notumor
data/raw/Training\pituitary\Tr-pi_641.jpg,pituitary
data/raw/Training\notumor\Tr-no_123.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1227.jpg,pituitary
data/raw/Training\meningioma\Tr-me_516.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1081.jpg,pituitary
data/raw/Training\notumor\Tr-no_649.jpg,notumor
data/raw/Training\glioma\Tr-gl_1061.jpg,glioma
data/raw/Training\notumor\Tr-no_714.jpg,notumor
data/raw/Training\glioma\Tr-gl_221.jpg,glioma
data/raw/Training\glioma\Tr-gl_715.jpg,glioma
data/raw/Training\pituitary\Tr-pi_830.jpg,pituitary
data/raw/Training\glioma\Tr-gl_150.jpg,glioma
data/raw/Training\notumor\Tr-no_125.jpg,notumor
data/raw/Training\meningioma\Tr-me_818.jpg,meningioma
data/raw/Training\meningioma\Tr-me_77.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_181.jpg,pituitary
data/raw/Training\meningioma\Tr-me_856.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_453.jpg,pituitary
data/raw/Training\meningioma\Tr-me_690.jpg,meningioma
data/raw/Training\glioma\Tr-gl_680.jpg,glioma
data/raw/Training\glioma\Tr-gl_1096.jpg,glioma
data/raw/Training\notumor\Tr-no_1319.jpg,notumor
data/raw/Training\meningioma\Tr-me_848.jpg,meningioma
data/raw/Training\glioma\Tr-gl_408.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1357.jpg,pituitary
data/raw/Training\glioma\Tr-gl_874.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1235.jpg,pituitary
data/raw/Training\glioma\Tr-gl_250.jpg,glioma
data/raw/Training\glioma\Tr-gl_92.jpg,glioma
data/raw/Training\glioma\Tr-gl_1078.jpg,glioma
data/raw/Training\glioma\Tr-gl_917.jpg,glioma
data/raw/Training\glioma\Tr-gl_513.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1314.jpg,pituitary
data/raw/Training\glioma\Tr-gl_710.jpg,glioma
data/raw/Training\meningioma\Tr-me_498.jpg,meningioma
data/raw/Training\notumor\Tr-no_1301.jpg,notumor
data/raw/Training\notumor\Tr-no_626.jpg,notumor
data/raw/Training\glioma\Tr-gl_45.jpg,glioma
data/raw/Training\pituitary\Tr-pi_38.jpg,pituitary
data/raw/Training\meningioma\Tr-me_475.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_567.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1369.jpg,pituitary
data/raw/Training\glioma\Tr-gl_248.jpg,glioma
data/raw/Training\notumor\Tr-no_1191.jpg,notumor
data/raw/Training\meningioma\Tr-me_1124.jpg,meningioma
data/raw/Training\meningioma\Tr-me_524.jpg,meningioma
data/raw/Training\glioma\Tr-gl_311.jpg,glioma
data/raw/Training\meningioma\Tr-me_1029.jpg,meningioma
data/raw/Training\meningioma\Tr-me_931.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1332.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1398.jpg,pituitary
data/raw/Training\glioma\Tr-gl_656.jpg,glioma
data/raw/Training\meningioma\Tr-me_1113.jpg,meningioma
data/raw/Training\meningioma\Tr-me_89.jpg,meningioma
data/raw/Training\meningioma\Tr-me_262.jpg,meningioma
data/raw/Training\meningioma\Tr-me_1258.jpg,meningioma
data/raw/Training\meningioma\Tr-me_714.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_108.jpg,pituitary
data/raw/Training\notumor\Tr-no_262.jpg,notumor
data/raw/Training\notumor\Tr-no_697.jpg,notumor
data/raw/Training\pituitary\Tr-pi_220.jpg,pituitary
data/raw/Training\notumor\Tr-no_1014.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1020.jpg,pituitary
data/raw/Training\glioma\Tr-gl_565.jpg,glioma
data/raw/Training\glioma\Tr-gl_1268.jpg,glioma
data/raw/Training\meningioma\Tr-me_791.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1014.jpg,glioma
data/raw/Training\notumor\Tr-no_1113.jpg,notumor
data/raw/Training\notumor\Tr-no_131.jpg,notumor
data/raw/Training\notumor\Tr-no_1185.jpg,notumor
data/raw/Training\meningioma\Tr-me_11.jpg,meningioma
data/raw/Training\notumor\Tr-no_1220.jpg,notumor
data/raw/Training\meningioma\Tr-me_830.jpg,meningioma
data/raw/Training\meningioma\Tr-aug-me_66.jpg,meningioma
data/raw/Training\glioma\Tr-gl_643.jpg,glioma
data/raw/Training\pituitary\Tr-pi_48.jpg,pituitary
data/raw/Training\notumor\Tr-no_608.jpg,notumor
data/raw/Training\notumor\Tr-no_28.jpg,notumor
data/raw/Training\notumor\Tr-no_172.jpg,notumor
data/raw/Training\notumor\Tr-no_213.jpg,notumor
data/raw/Training\notumor\Tr-no_538.jpg,notumor
data/raw/Training\pituitary\Tr-pi_949.jpg,pituitary
data/raw/Training\meningioma\Tr-me_962.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_594.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_749.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1273.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_770.jpg,pituitary
data/raw/Training\notumor\Tr-no_640.jpg,notumor
data/raw/Training\meningioma\Tr-me_19.jpg,meningioma
data/raw/Training\notumor\Tr-no_360.jpg,notumor
data/raw/Training\meningioma\Tr-me_417.jpg,meningioma
data/raw/Training\notumor\Tr-no_278.jpg,notumor
data/raw/Training\notumor\Tr-no_209.jpg,notumor
data/raw/Training\notumor\Tr-no_1107.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1132.jpg,pituitary
data/raw/Training\notumor\Tr-no_181.jpg,notumor
data/raw/Training\pituitary\Tr-pi_459.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_624.jpg,pituitary
data/raw/Training\meningioma\Tr-me_839.jpg,meningioma
data/raw/Training\meningioma\Tr-me_551.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1094.jpg,glioma
data/raw/Training\notumor\Tr-no_277.jpg,notumor
data/raw/Training\pituitary\Tr-pi_154.jpg,pituitary
data/raw/Training\notumor\Tr-no_119.jpg,notumor
data/raw/Training\pituitary\Tr-pi_293.jpg,pituitary
data/raw/Training\glioma\Tr-gl_180.jpg,glioma
data/raw/Training\notumor\Tr-no_1369.jpg,notumor
data/raw/Training\glioma\Tr-gl_189.jpg,glioma
data/raw/Training\notumor\Tr-no_426.jpg,notumor
data/raw/Training\notumor\Tr-no_1131.jpg,notumor
data/raw/Training\notumor\Tr-no_663.jpg,notumor
data/raw/Training\meningioma\Tr-me_507.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_174.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_62.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1105.jpg,glioma
data/raw/Training\glioma\Tr-gl_708.jpg,glioma
data/raw/Training\pituitary\Tr-pi_858.jpg,pituitary
data/raw/Training\notumor\Tr-no_830.jpg,notumor
data/raw/Training\pituitary\Tr-pi_45.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_207.jpg,pituitary
data/raw/Training\notumor\Tr-no_142.jpg,notumor
data/raw/Training\pituitary\Tr-pi_520.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_916.jpg,pituitary
data/raw/Training\glioma\Tr-gl_839.jpg,glioma
data/raw/Training\meningioma\Tr-me_784.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1315.jpg,pituitary
data/raw/Training\notumor\Tr-no_419.jpg,notumor
data/raw/Training\meningioma\Tr-me_786.jpg,meningioma
data/raw/Training\notumor\Tr-no_797.jpg,notumor
data/raw/Training\glioma\Tr-gl_421.jpg,glioma
data/raw/Training\meningioma\Tr-me_317.jpg,meningioma
data/raw/Training\glioma\Tr-gl_234.jpg,glioma
data/raw/Training\pituitary\Tr-pi_291.jpg,pituitary
data/raw/Training\notumor\Tr-no_403.jpg,notumor
data/raw/Training\meningioma\Tr-me_128.jpg,meningioma
data/raw/Training\meningioma\Tr-me_849.jpg,meningioma
data/raw/Training\notumor\Tr-no_832.jpg,notumor
data/raw/Training\glioma\Tr-gl_1112.jpg,glioma
data/raw/Training\notumor\Tr-no_857.jpg,notumor
data/raw/Training\notumor\Tr-no_363.jpg,notumor
data/raw/Training\glioma\Tr-gl_1066.jpg,glioma
data/raw/Training\pituitary\Tr-pi_332.jpg,pituitary
data/raw/Training\meningioma\Tr-aug-me_21.jpg,meningioma
data/raw/Training\glioma\Tr-gl_609.jpg,glioma
data/raw/Training\pituitary\Tr-pi_762.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1380.jpg,glioma
data/raw/Training\glioma\Tr-gl_1082.jpg,glioma
data/raw/Training\notumor\Tr-no_289.jpg,notumor
data/raw/Training\glioma\Tr-gl_132.jpg,glioma
data/raw/Training\pituitary\Tr-pi_972.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_236.jpg,pituitary
data/raw/Training\meningioma\Tr-me_979.jpg,meningioma
data/raw/Training\meningioma\Tr-me_1216.jpg,meningioma
data/raw/Training\meningioma\Tr-me_1121.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1130.jpg,glioma
data/raw/Training\meningioma\Tr-me_837.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1141.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1299.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1264.jpg,pituitary
data/raw/Training\notumor\Tr-no_436.jpg,notumor
data/raw/Training\glioma\Tr-gl_1362.jpg,glioma
data/raw/Training\pituitary\Tr-pi_429.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_226.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_371.jpg,pituitary
data/raw/Training\notumor\Tr-no_1329.jpg,notumor
data/raw/Training\glioma\Tr-gl_220.jpg,glioma
data/raw/Training\meningioma\Tr-me_397.jpg,meningioma
data/raw/Training\notumor\Tr-no_816.jpg,notumor
data/raw/Training\pituitary\Tr-pi_890.jpg,pituitary
data/raw/Training\notumor\Tr-no_1029.jpg,notumor
data/raw/Training\meningioma\Tr-me_600.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_649.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1334.jpg,glioma
data/raw/Training\pituitary\Tr-pi_754.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_252.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_311.jpg,pituitary
data/raw/Training\notumor\Tr-no_609.jpg,notumor
data/raw/Training\pituitary\Tr-pi_324.jpg,pituitary
data/raw/Training\glioma\Tr-gl_31.jpg,glioma
data/raw/Training\notumor\Tr-no_3.jpg,notumor
data/raw/Training\meningioma\Tr-me_895.jpg,meningioma
data/raw/Training\notumor\Tr-no_1139.jpg,notumor
data/raw/Training\glioma\Tr-gl_1159.jpg,glioma
data/raw/Training\meningioma\Tr-me_251.jpg,meningioma
data/raw/Training\notumor\Tr-no_158.jpg,notumor
data/raw/Training\meningioma\Tr-aug-me_11.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1363.jpg,glioma
data/raw/Training\notumor\Tr-no_972.jpg,notumor
data/raw/Training\glioma\Tr-gl_726.jpg,glioma
data/raw/Training\glioma\Tr-gl_830.jpg,glioma
data/raw/Training\meningioma\Tr-aug-me_88.jpg,meningioma
data/raw/Training\meningioma\Tr-me_126.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1302.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1224.jpg,meningioma
data/raw/Training\meningioma\Tr-aug-me_16.jpg,meningioma
data/raw/Training\meningioma\Tr-me_586.jpg,meningioma
data/raw/Training\meningioma\Tr-me_254.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1099.jpg,pituitary
data/raw/Training\meningioma\Tr-me_203.jpg,meningioma
data/raw/Training\glioma\Tr-gl_175.jpg,glioma
data/raw/Training\meningioma\Tr-me_132.jpg,meningioma
data/raw/Training\meningioma\Tr-me_604.jpg,meningioma
data/raw/Training\meningioma\Tr-me_760.jpg,meningioma
data/raw/Training\meningioma\Tr-me_169.jpg,meningioma
data/raw/Training\notumor\Tr-no_88.jpg,notumor
data/raw/Training\glioma\Tr-gl_1068.jpg,glioma
data/raw/Training\meningioma\Tr-me_878.jpg,meningioma
data/raw/Training\meningioma\Tr-me_379.jpg,meningioma
data/raw/Training\glioma\Tr-gl_325.jpg,glioma
data/raw/Training\glioma\Tr-gl_899.jpg,glioma
data/raw/Training\pituitary\Tr-pi_405.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_683.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_125.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1373.jpg,glioma
data/raw/Training\notumor\Tr-no_345.jpg,notumor
data/raw/Training\glioma\Tr-gl_788.jpg,glioma
data/raw/Training\meningioma\Tr-me_731.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1128.jpg,pituitary
data/raw/Training\meningioma\Tr-me_61.jpg,meningioma
data/raw/Training\meningioma\Tr-me_715.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_408.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1011.jpg,meningioma
data/raw/Training\glioma\Tr-gl_648.jpg,glioma
data/raw/Training\glioma\Tr-gl_58.jpg,glioma
data/raw/Training\notumor\Tr-no_218.jpg,notumor
data/raw/Training\glioma\Tr-gl_569.jpg,glioma
data/raw/Training\meningioma\Tr-me_1094.jpg,meningioma
data/raw/Training\meningioma\Tr-me_681.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_386.jpg,pituitary
data/raw/Training\notumor\Tr-no_1142.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1216.jpg,pituitary
data/raw/Training\notumor\Tr-no_647.jpg,notumor
data/raw/Training\meningioma\Tr-me_193.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1287.jpg,glioma
data/raw/Training\pituitary\Tr-pi_1163.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_288.jpg,pituitary
data/raw/Training\notumor\Tr-no_928.jpg,notumor
data/raw/Training\meningioma\Tr-aug-me_60.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_576.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1067.jpg,meningioma
data/raw/Training\glioma\Tr-gl_188.jpg,glioma
data/raw/Training\notumor\Tr-no_110.jpg,notumor
data/raw/Training\meningioma\Tr-me_244.jpg,meningioma
data/raw/Training\meningioma\Tr-me_1069.jpg,meningioma
data/raw/Training\glioma\Tr-gl_872.jpg,glioma
data/raw/Training\pituitary\Tr-pi_183.jpg,pituitary
data/raw/Training\glioma\Tr-gl_535.jpg,glioma
data/raw/Training\pituitary\Tr-pi_345.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_527.jpg,pituitary
data/raw/Training\meningioma\Tr-me_119.jpg,meningioma
data/raw/Training\meningioma\Tr-me_1126.jpg,meningioma
data/raw/Training\glioma\Tr-gl_314.jpg,glioma
data/raw/Training\pituitary\Tr-pi_448.jpg,pituitary
data/raw/Training\glioma\Tr-gl_577.jpg,glioma
data/raw/Training\meningioma\Tr-me_1299.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1169.jpg,pituitary
data/raw/Training\notumor\Tr-no_1160.jpg,notumor
data/raw/Training\notumor\Tr-no_285.jpg,notumor
data/raw/Training\notumor\Tr-no_377.jpg,notumor
data/raw/Training\pituitary\Tr-pi_559.jpg,pituitary
data/raw/Training\notumor\Tr-no_519.jpg,notumor
data/raw/Training\notumor\Tr-no_1154.jpg,notumor
data/raw/Training\notumor\Tr-no_356.jpg,notumor
data/raw/Training\pituitary\Tr-pi_679.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1203.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_688.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_365.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1257.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_103.jpg,pituitary
data/raw/Training\meningioma\Tr-me_809.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1030.jpg,glioma
data/raw/Training\glioma\Tr-gl_744.jpg,glioma
data/raw/Training\notumor\Tr-no_386.jpg,notumor
data/raw/Training\notumor\Tr-no_1347.jpg,notumor
data/raw/Training\pituitary\Tr-pi_615.jpg,pituitary
data/raw/Training\notumor\Tr-no_163.jpg,notumor
data/raw/Training\glioma\Tr-gl_998.jpg,glioma
data/raw/Training\glioma\Tr-gl_36.jpg,glioma
data/raw/Training\meningioma\Tr-me_401.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_598.jpg,pituitary
data/raw/Training\meningioma\Tr-aug-me_45.jpg,meningioma
data/raw/Training\meningioma\Tr-me_1088.jpg,meningioma
data/raw/Training\notumor\Tr-no_184.jpg,notumor
data/raw/Training\pituitary\Tr-pi_389.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_929.jpg,pituitary
data/raw/Training\meningioma\Tr-me_454.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_877.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1361.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_346.jpg,pituitary
data/raw/Training\glioma\Tr-gl_474.jpg,glioma
data/raw/Training\glioma\Tr-gl_811.jpg,glioma
data/raw/Training\glioma\Tr-gl_303.jpg,glioma
data/raw/Training\glioma\Tr-gl_1046.jpg,glioma
data/raw/Training\meningioma\Tr-me_978.jpg,meningioma
data/raw/Training\notumor\Tr-no_726.jpg,notumor
data/raw/Training\pituitary\Tr-pi_122.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_1288.jpg,pituitary
data/raw/Training\meningioma\Tr-me_97.jpg,meningioma
data/raw/Training\notumor\Tr-no_526.jpg,notumor
data/raw/Training\pituitary\Tr-pi_687.jpg,pituitary
data/raw/Training\notumor\Tr-no_348.jpg,notumor
data/raw/Training\meningioma\Tr-me_659.jpg,meningioma
data/raw/Training\meningioma\Tr-aug-me_92.jpg,meningioma
data/raw/Training\pituitary\Tr-pi_1271.jpg,pituitary
data/raw/Training\notumor\Tr-no_926.jpg,notumor
data/raw/Training\meningioma\Tr-me_862.jpg,meningioma
data/raw/Training\glioma\Tr-gl_464.jpg,glioma
data/raw/Training\notumor\Tr-no_1124.jpg,notumor
data/raw/Training\notumor\Tr-no_1030.jpg,notumor
data/raw/Training\notumor\Tr-no_782.jpg,notumor
data/raw/Training\meningioma\Tr-me_87.jpg,meningioma
data/raw/Training\glioma\Tr-gl_671.jpg,glioma
data/raw/Training\pituitary\Tr-pi_352.jpg,pituitary
data/raw/Training\notumor\Tr-no_971.jpg,notumor
data/raw/Training\meningioma\Tr-me_131.jpg,meningioma
data/raw/Training\glioma\Tr-gl_1157.jpg,glioma
data/raw/Training\meningioma\Tr-me_325.jpg,meningioma
data/raw/Training\notumor\Tr-no_439.jpg,notumor
data/raw/Training\meningioma\Tr-me_274.jpg,meningioma
data/raw/Training\meningioma\Tr-me_896.jpg,meningioma
data/raw/Training\glioma\Tr-gl_359.jpg,glioma
data/raw/Training\glioma\Tr-gl_61.jpg,glioma
data/raw/Training\meningioma\Tr-me_974.jpg,meningioma
data/raw/Training\notumor\Tr-no_233.jpg,notumor
data/raw/Training\notumor\Tr-no_483.jpg,notumor
data/raw/Training\pituitary\Tr-pi_678.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1300.jpg,glioma
data/raw/Training\notumor\Tr-no_646.jpg,notumor
data/raw/Training\notumor\Tr-no_1373.jpg,notumor
data/raw/Training\pituitary\Tr-pi_802.jpg,pituitary
data/raw/Training\meningioma\Tr-me_1281.jpg,meningioma
data/raw/Training\notumor\Tr-no_106.jpg,notumor
data/raw/Training\glioma\Tr-gl_799.jpg,glioma
data/raw/Training\glioma\Tr-gl_152.jpg,glioma
data/raw/Training\notumor\Tr-no_1362.jpg,notumor
data/raw/Training\pituitary\Tr-pi_1205.jpg,pituitary
data/raw/Training\notumor\Tr-no_777.jpg,notumor
data/raw/Training\notumor\Tr-no_415.jpg,notumor
data/raw/Training\pituitary\Tr-pi_296.jpg,pituitary
data/raw/Training\glioma\Tr-gl_1122.jpg,glioma
data/raw/Training\glioma\Tr-gl_854.jpg,glioma
data/raw/Training\notumor\Tr-no_54.jpg,notumor
data/raw/Training\notumor\Tr-no_1169.jpg,notumor
data/raw/Training\pituitary\Tr-pi_84.jpg,pituitary
data/raw/Training\pituitary\Tr-pi_946.jpg,pituitary
data/raw/Training\glioma\Tr-gl_166.jpg,glioma
data/raw/Training\meningioma\Tr-me_288.jpg,meningioma
